season,episode,character,dialogue
10,3,BERNADETTE,"Oh, there’s so much junk in there, it’s embarrassing."
10,3,RAJ,How can you be embarrassed around me? I’m gonna be in the room with you when you give birth.
10,3,BERNADETTE,I don’t think you are.
10,3,RAJ,"You didn’t think I was gonna be in your kitchen this morning, yet here I am."
10,3,VOICE,"Psst, hey, kid."
10,3,SHELDON,"Huh, what?"
10,3,SHELDON,"Oh, no, thank you, those have caffeine in them."
10,3,THE FLASH,"Oh sorry, I thought you were cool."
10,3,SHELDON,"I am cool. This is Yoo-hoo, chocolate milk’s delicious watery cousin."
10,3,THE FLASH,"All right. But if you ever want to feel like you have superpowers, try one of these."
10,3,SHELDON,Superheroes take performance-enhancing chemicals?
10,3,THE FLASH,You bet. You know why Hulk is so strong? Steroids. You know why Batman wanders around at night getting into fights? Scotch.
10,3,SHELDON,I am facing a great deal of work. And I do like things better when famous people also like them.
10,3,THE FLASH,Here. It’s on the house.
10,3,SHELDON,"The first one’s free? Flash, how do you stay in business?"
10,3,THE FLASH,You want to know my secret? I bought stock in Marvel.
10,3,AMY,"Hi, Bert. This is my friend, Penny."
10,3,PENNY,Hi.
10,3,BERT,"Hey, come on in. I’ll gonna go turn on some rock music. That’s a geology joke."
10,3,AMY,Bert’s a geologist.
10,3,BERT,And a joker.
10,3,PENNY,How early are we?
10,3,AMY,"Oh, actually, we’re an hour late."
10,3,PENNY,I suddenly wish Sheldon was here.
10,3,BERNADETTE,I don’t even know where to begin.
10,3,RAJ,"Well, in The Sound of Music, Julie Andrews says let’s start at the very beginning, a very good place to start."
10,3,BERNADETTE,"Oh, I was gonna start at the end. Thank God you’re here."
10,3,RAJ,"Well, I think the first thing we should get rid of is that tone."
10,3,BERNADETTE,Sorry. I should probably keep this in case we have a girl.
10,3,RAJ,"Oh, that’s a nice one. Was it yours when you were little?"
10,3,BERNADETTE,My dad built it for me.
10,3,RAJ,"Wow, it’s so cute."
10,3,BERNADETTE,"This was the husband and this was the wife. They’d go out on adventures together. Cruises, skiing, horseback riding. That was really me just duct taping them to our dog."
10,3,RAJ,"Oh, and did they have kids?"
10,3,BERNADETTE,"They did, but the mommy and daddy didn’t like them, so they shipped them off to an orphanage I made out of a shoebox."
10,3,RAJ,"Yeah, that’s not worrisome at all."
10,3,BERNADETTE,Not every girl dreams about being a mom. Sometimes you think you’re never gonna have kids and one day you wake up and you’re pregnant. And it doesn’t matter that your career’s going great right now and that you and your husband never even got to go anywhere taped to a dog.
10,3,RAJ,I skipped spin class for this.
10,3,HOWARD,Why is it taking him so long to get a drink out of a vending machine?
10,3,LEONARD,"Oh, it’s complicated. He finds pushing that little door and reaching up into the machine"
10,3,SHELDON,"Gentlemen, I am ready to work. To quote The Martian, let’s science the faeces out of this. That’s The Martian the book and The Martian the movie, not Marvin the Martian. Although to quote Marvin the Martian, I claim this planet in the name of Mars."
10,3,LEONARD,Are you okay?
10,3,SHELDON,"Oh, I’m fantastic, never been better. I had my first energy drink and I feel great. Hey, you guys want to wrestle? We can do arm, thumb, mud, sumo. Nah, we’re not fat enough, or wearing diapers."
10,3,HOWARD,You wanted him awake.
10,3,PENNY,So should we talk to each other or mingle?
10,3,AMY,I don’t know where everyone is.
10,3,PENNY,"Yeah, I mean, I could see him eating one or two guests, but not a whole party."
10,3,BERT,"Well, I guess this is kind of a bust. You don’t have to stay. I’m gonna start cleaning up."
10,3,AMY,Okay. I feel so bad about leaving him here.
10,3,PENNY,"Oh, it’s funny, I was just thinking the same thing about you."
10,3,BERT,"Hey, listen, could you not say anything about this to the people at the university? You know, ’cause you’re you and I’m me, and it’s kind of embarrassing."
10,3,PENNY,"Wait, what do you mean she’s her?"
10,3,BERT,"Well, you know how Amy’s the coolest girl on campus, right?"
10,3,PENNY,No.
10,3,AMY,No.
10,3,BERT,"Oh yeah, everybody thinks so."
10,3,PENNY,"What? You tell me about your foot fungus, but this is a secret?"
10,3,AMY,I’m sure it’s just ’cause I’m dating Sheldon.
10,3,BERT,"Mm, actually, I think Sheldon’s popular because he’s dating you."
10,3,PENNY,Now Sheldon’s popular? What is happening?
10,3,HOWARD,Maybe we should break for lunch. What time is it?
10,3,LEONARD,"According to the world’s worst cuckoo clock, it’s two."
10,3,SHELDON,My head hurts and I’m more tired than ever.
10,3,HOWARD,Why don’t you just go home?
10,3,SHELDON,"No, I can do this. I just, I just need another energy drink. Oh, no."
10,3,LEONARD,What?
10,3,SHELDON,I want another one.
10,3,LEONARD,So?
10,3,SHELDON,That’s a craving. That’s a sign of chemical dependency.
10,3,LEONARD,You only had one.
10,3,SHELDON,"No, I know, but plenty of things are addictive after a single exposure. I mean, crack cocaine, nicotine, Pringles. You know once one pops one just can’t stop."
10,3,HOWARD,You can’t develop a problem that fast.
10,3,SHELDON,"You want to bet? Oh, great, now I’m addicted to gambling."
10,3,LEONARD,We can’t afford to lose any more time.
10,3,HOWARD,"Well, this probably won’t work, but has anyone ever tried to just haul off and whup the crazy out of him?"
10,3,LEONARD,"That’s not helpful. It’s fun to think about, but it’s not helpful. Hey, Sheldon, we are on a serious time crunch. We can’t do this without you. Can you please pull it together?"
10,3,SHELDON,"I’m sorry. Yes, of course."
10,3,LEONARD,Thank you.
10,3,SHELDON,"Just, please, bear with me if I display symptoms of caffeine withdrawal."
10,3,HOWARD,No worries.
10,3,SHELDON,You guys stink.
10,3,BERNADETTE,Sorry I flipped out on you. I think it’s just hormones.
10,3,RAJ,"I think you were mean before you were pregnant, but it’s fine. So, uh, instead of cleaning out the room, why don’t we just decide on a theme for the nursery?"
10,3,BERNADETTE,Does it really need one?
10,3,RAJ,Of course it does. Didn’t your baby room have a theme?
10,3,BERNADETTE,"Well, it doubled as my dad’s office, and he was a cop, so I guess the theme was bloody homicide photos."
10,3,RAJ,"Oh. Mine was Winnie the Pooh. But anyway, why don’t we just take a step back and start with a colour? Right? There are so many amazing ones. Red, blue, green, purple."
10,3,BERNADETTE,Are you just gonna name all the colours?
10,3,RAJ,"Well, not now."
10,3,BERNADETTE,I don’t care what colour the room is.
10,3,RAJ,"Okay, well, I’m just trying to help you."
10,3,BERNADETTE,"Well, you’re not, so just drop it.    I’m clearly upset. Why aren’t you following me?"
10,3,RAJ,Sorry. Sorry.
10,3,BERT,"And when Amy started using a solution of chromic acid and white vinegar to clean all her lab equipment, all of a sudden, everybody was doing it."
10,3,PENNY,You trend setter.
10,3,AMY,Just the right idea at the right time.
10,3,PENNY,"Okay, okay, so Amy’s cool, Sheldon’s cool. Tell me about Leonard."
10,3,BERT,Who?
10,3,PENNY,Leonard Hofstadter.
10,3,BERT,"Oh, him. I guess he’s all right. Apparently he tricked some hot girl into marrying him."
10,3,PENNY,"That’s me, I’m her. You know, he didn’t trick me, he just wore me down."
10,3,BERT,"It makes sense you two are friends. I mean, hot girls always stick together."
10,3,AMY,And you thought this wasn’t gonna be a great party.
10,3,PENNY,"You know, I had no idea Caltech is exactly like my high school."
10,3,AMY,"Well, it’s not exactly like it. We’re all extremely smart."
10,3,PENNY,"Wow, you popular girls are mean."
10,3,LEONARD,I’m gonna get some coffee. You want some?
10,3,SHELDON,"Uh, you’re really going to have caffeine in front of me when I’m trying to get my life back on track?"
10,3,LEONARD,"Uh, okay, let’s pretend you do have a problem."
10,3,SHELDON,I do.
10,3,LEONARD,You don’t.
10,3,SHELDON,"Yeah, but I do."
10,3,LEONARD,"No, you don’t. But let’s say you do. And don’t say you do, because you don’t. Now, wouldn’t you think that throwing yourself into your work would be the best way to deal with it?"
10,3,SHELDON,With what?
10,3,LEONARD,Your problem.
10,3,SHELDON,I thought I didn’t have a problem.
10,3,HOWARD,That was painful to watch.
10,3,RAJ,So where are we going?
10,3,BERNADETTE,I don’t know.
10,3,RAJ,Okay. How Thelma and Louise of us.
10,3,BERNADETTE,"Raj, why don’t I care about anything?"
10,3,RAJ,I’m sorry?
10,3,BERNADETTE,"It’s my baby. I, I should care about nurseries and colours, and I don’t. What’s wrong with me?"
10,3,RAJ,"Well, crime-scene photos near your crib spring to mind."
10,3,BERNADETTE,"I keep waiting to feel excited, but it’s not happening. What if it never happens?"
10,3,RAJ,"Bernadette, come on, look, you’re overthinking this, okay? You’re gonna be an amazing mom. Even if you don’t believe it, I know you have maternal instincts."
10,3,BERNADETTE,"Once, I was supposed to babysit my brothers. Our neighbour found them naked in the backyard eating crickets."
10,3,RAJ,"Happy and well-fed. You see, that’s what I’m taking from that story."
10,3,SHELDON,"Leonard, can I ask you a question?"
10,3,LEONARD,Is it about the rotational symmetries you should be figuring out or your fake caffeine problem?
10,3,SHELDON,"Howard, can I ask you a question?"
10,3,HOWARD,No.
10,3,SHELDON,"All right, I’ll just toss this out to the room. Um, I was thinking that the best way to fight my addiction is by weaning myself off in steps. Now, I couldn’t find a caffeine patch, but I did find what claims to be a mind-boosting caffeine suppository. You know, the interesting fact about the rectum…"
10,3,LEONARD,"Sheldon. We are dealing with an impossible deadline from the Air Force because of you. So have an energy drink, don’t have an energy drink. Order suppositories and shove ’em wherever you want, I don’t care."
10,3,SHELDON,You don’t shove them. They come with an easy-glide applicator.
10,3,LEONARD,Right. Listen to me. We can’t do anything until you do your part. So get up in front of this whiteboard and do it.
10,3,SHELDON,I can’t.
10,3,LEONARD,"Yes, you can."
10,3,SHELDON,"No, I can’t figure out the math. I’ve been racking my brain for days, and I’ve got nothing."
10,3,LEONARD,Seriously?
10,3,SHELDON,I can’t do it. I’m not as smart as I think I am. I’m so sorry. This is all my fault.
10,3,LEONARD,"It’s okay, we’ll figure something out."
10,3,SHELDON,But what if we can’t?
10,3,LEONARD,It’ll be fine. You’ll see. Sheldon? Buddy?
10,3,HOWARD,"When the baby gets here, you gotta teach me that."
10,3,AMY,"Thank you so much, Bert. This was great."
10,3,BERT,My pleasure. You girls want to take home a two-gallon tub of potato salad?
10,3,AMY,I think we’re good.
10,3,BERT,"Okay, well, thanks for coming by. You’re nice people."
10,3,PENNY,"Well, so are you. In fact, you know what? We will never take you for granite. Did you get that? Granite? A little geology joke."
10,3,BERT,You need to leave. I’m in love with both of you now.
10,3,PENNY,Okay.
10,3,AMY,Bye.
10,3,RAJ,"Uh, pull over."
10,3,BERNADETTE,"What? Why? Who are you calling? You’re gonna rat me out to Howard, aren’t you? You’re such a snitch, no wonder I don’t like you."
10,3,RAJ,"Whoa, I’m calling my dad, okay? He’s got experience dealing with pregnant ladies because he’s an OBGYN. And experience with crazy ladies because of my mom."
10,3,RAJ,What? No.
10,3,DR KOOTHRAPALLI,Are you calling to ask for things that cost money?
10,3,RAJ,No.
10,3,DR KOOTHRAPALLI,Great. What’s up?
10,3,RAJ,"This is my friend, Bernadette. She’s pregnant, and she’s a bit worried, so I thought maybe you could talk to her."
10,3,DR KOOTHRAPALLI,Of course. What seems to be the trouble?
10,3,BERNADETTE,"Something’s wrong. I don’t care about any of the baby stuff every other mom is so into. Honestly, I’m not even sure I like babies."
10,3,DR KOOTHRAPALLI,"Look, some people are baby people, and some people are not baby people. It doesn’t mean you won’t love your own baby."
10,3,BERNADETTE,But I thought I’d be more excited.
10,3,DR KOOTHRAPALLI,"Oh, being excited isn’t a guarantee of anything. Rajesh’s mother was thrilled when she was pregnant with him. After he was born, she doted on his every move. And you know what happened? He broke her heart, moved halfway around the world, and dates only poor white women. So you never know."
10,3,BERNADETTE,Thank you. I feel better now.
10,3,RAJ,Well I don’t.
10,3,DR KOOTHRAPALLI,"Good. Bernadette, I hope you have a daughter."
10,3,LEONARD,"Um, I don’t really know how to say this."
10,3,COLONEL WILLIAMS,"Well, you could try starting with sir."
10,3,LEONARD,"Right. Sorry, sir."
10,3,SHELDON,"He said start with it, not end with it."
10,3,LEONARD,Sir.
10,3,COLONEL WILLIAMS,Hmm?
10,3,HOWARD,We’ve hit a bit of a snag. We’re already behind schedule.
10,3,SHELDON,The computations required to overcome the deployability issues are more significant than we thought.
10,3,LEONARD,"I understand that we’re under contract, and I don’t know what the consequences of violating that are, but, uh, we’re not gonna be able to deliver in the time we promised."
10,3,COLONEL WILLIAMS,How long do you need?
10,3,HOWARD,"We, we’re thinking, two years."
10,3,COLONEL WILLIAMS,All right.
10,3,HOWARD,That’s it? You’re okay with that?
10,3,COLONEL WILLIAMS,"What, you think you’re the first government contractor who isn’t gonna deliver on time? We’re still waiting for a big space laser Reagan ordered to beat the commies."
